Stockfish_Evaluation,Time_Left,Pieces_Left,Elo_Difference,Predicted_Outcome
1.68,22.5,17.0,44.0,1
-2.26,15.2,17.0,43.0,0
0.59,30.0,15.0,-85.0,1
-1.0,24.4,14.0,51.0,1
-1.54,16.3,13.0,24.0,0
-0.94,23.0,12.0,13.0,1
-1.12,16.1,14.0,49.0,0
0.68,19.4,13.0,83.0,0
-1.46,13.8,20.0,51.0,0
0.91,6.9,12.0,-92.0,0
-0.51,10.4,18.0,-64.0,0
-1.21,23.2,14.0,2.0,0
-1.45,16.9,14.0,-3.0,0
0.46,16.4,16.0,26.0,0
2.25,9.6,11.0,0.0,0
0.24,16.5,13.0,-7.0,0
-1.93,19.6,11.0,1.0,0
2.19,16.0,14.0,-31.0,1
-1.77,24.2,12.0,-70.0,0
0.64,24.1,19.0,-46.0,0
-0.72,7.2,13.0,-68.0,1
-1.76,13.2,8.0,-49.0,0
0.81,13.0,14.0,53.0,0
-0.62,5.0,17.0,63.0,0
0.89,21.0,20.0,132.0,1
0.18,16.0,14.0,25.0,0
-2.76,16.8,13.0,9.0,0
-0.14,25.9,15.0,67.0,1
1.0,18.1,16.0,-35.0,0
-0.84,14.8,12.0,-29.0,1
2.51,7.1,14.0,-40.0,0
0.62,24.1,15.0,-16.0,1
-0.61,19.4,15.0,-5.0,0
0.42,22.2,15.0,57.0,1
-0.98,13.7,12.0,-30.0,0
0.72,17.5,16.0,-5.0,0
0.22,18.2,15.0,89.0,0
-2.48,16.4,15.0,-17.0,0
1.55,20.3,12.0,10.0,0
4.47,26.1,17.0,35.0,1
-1.85,30.0,12.0,-28.0,0
-4.06,27.5,20.0,58.0,0
-0.85,22.0,11.0,35.0,0
-2.56,19.7,17.0,31.0,0
-1.58,10.1,9.0,-79.0,0
1.37,18.3,8.0,-36.0,0
-1.44,22.5,13.0,24.0,0
3.77,13.8,8.0,-4.0,0
-5.76,26.3,17.0,8.0,0
-0.5,23.6,15.0,-50.0,0
0.76,15.6,19.0,-67.0,0
-2.44,14.8,14.0,-35.0,0
-2.18,13.3,16.0,31.0,0
1.51,23.3,14.0,-31.0,1
3.86,6.4,12.0,54.0,0
-1.11,16.0,14.0,42.0,0
-0.69,14.0,11.0,23.0,0
2.7,8.9,16.0,-43.0,1
-0.14,16.1,14.0,8.0,0
1.83,15.7,15.0,0.0,1
-0.42,9.6,23.0,24.0,0
-2.27,16.1,14.0,14.0,0
3.2,20.5,16.0,-64.0,1
3.73,19.9,15.0,17.0,0
-0.84,18.5,18.0,14.0,0
1.87,17.4,16.0,5.0,0
-0.67,20.4,14.0,34.0,0
4.36,13.3,22.0,1.0,1
-2.99,11.9,12.0,-36.0,0
-0.36,9.6,14.0,-41.0,0
-2.89,15.8,18.0,22.0,0
-3.17,27.4,13.0,5.0,0
-0.23,10.5,17.0,-23.0,0
-0.9,16.5,14.0,-22.0,1
-2.02,21.6,18.0,-15.0,0
1.67,20.0,18.0,24.0,1
2.6,19.3,15.0,9.0,0
1.03,21.6,12.0,63.0,0
-3.75,30.0,14.0,-45.0,1
0.68,5.0,15.0,-9.0,0
0.66,9.8,18.0,-22.0,0
-1.68,5.0,16.0,72.0,0
0.69,20.3,17.0,10.0,0
-1.01,17.4,16.0,-10.0,0
-0.14,18.2,18.0,-74.0,0
-2.37,27.5,14.0,54.0,0
1.67,22.7,15.0,44.0,1
2.59,28.1,15.0,-13.0,1
-0.28,25.8,14.0,56.0,1
1.97,15.0,18.0,-31.0,0
-0.52,17.9,18.0,70.0,0
0.26,20.1,19.0,40.0,0
-0.15,23.4,13.0,-18.0,1
0.94,17.9,16.0,-22.0,0
-1.68,17.0,18.0,73.0,0
1.09,25.9,20.0,79.0,0
0.3,15.2,10.0,-26.0,0
-2.61,11.7,15.0,-21.0,0
-2.59,12.1,14.0,-14.0,0
-1.97,21.6,20.0,-67.0,0
1.03,22.4,8.0,-46.0,1
-0.88,16.2,12.0,-50.0,1
-0.05,25.8,19.0,-38.0,0
2.73,14.6,14.0,-24.0,1
0.89,17.0,11.0,12.0,0
-1.29,19.8,20.0,23.0,1
-1.97,13.7,11.0,-50.0,0
0.61,12.1,18.0,49.0,0
-1.94,16.1,10.0,-11.0,0
2.51,19.2,11.0,-29.0,1
0.49,19.7,16.0,-6.0,1
-0.7,18.1,12.0,-56.0,0
-1.91,18.3,16.0,24.0,0
-0.76,27.5,20.0,8.0,1
2.26,18.2,15.0,25.0,1
-0.27,25.2,20.0,14.0,0
1.86,20.5,16.0,47.0,1
-0.81,21.1,18.0,22.0,0
-0.12,19.6,8.0,32.0,0
0.51,9.1,17.0,-31.0,0
-0.74,13.6,16.0,-17.0,0
1.08,22.3,14.0,-1.0,1
-2.71,26.3,21.0,59.0,0
0.56,20.8,14.0,24.0,0
1.39,13.4,10.0,-29.0,0
-1.8,19.5,17.0,-42.0,0
-1.41,10.8,11.0,24.0,0
1.14,21.8,15.0,-28.0,0
0.32,14.7,19.0,32.0,0
2.34,16.0,16.0,-14.0,0
0.54,16.2,14.0,-76.0,0
3.72,12.3,14.0,77.0,0
-0.76,13.0,19.0,90.0,0
3.76,16.0,11.0,-28.0,1
3.38,12.0,17.0,-19.0,1
1.2,19.6,22.0,14.0,0
2.96,23.1,17.0,-59.0,1
1.88,17.2,14.0,33.0,0
1.74,14.0,15.0,-16.0,0
2.37,12.4,14.0,-9.0,0
-0.62,22.2,13.0,51.0,1
0.66,21.5,15.0,-69.0,0
-0.84,16.0,17.0,-37.0,0
4.62,21.8,20.0,35.0,1
1.36,17.3,9.0,90.0,0
-2.56,15.9,8.0,15.0,0
-0.79,15.0,20.0,11.0,0
-0.11,21.0,15.0,25.0,0
-0.25,21.6,15.0,59.0,1
-0.28,16.8,17.0,126.0,0
0.06,20.7,14.0,-27.0,0
-0.99,13.5,21.0,-38.0,0
0.97,20.6,16.0,52.0,0
2.33,5.0,14.0,34.0,0
1.55,20.5,14.0,92.0,1
1.74,13.8,15.0,29.0,0
0.17,17.5,13.0,-7.0,0
-0.52,20.0,20.0,-28.0,1
1.4,22.4,15.0,55.0,1
-3.32,11.6,11.0,41.0,0
2.01,15.6,16.0,-10.0,0
3.08,16.3,19.0,-11.0,1
-0.23,13.0,18.0,34.0,1
1.29,22.5,13.0,69.0,1
2.14,15.6,12.0,32.0,1
0.82,12.7,19.0,-41.0,0
1.02,18.5,10.0,4.0,0
0.29,25.2,16.0,45.0,1
0.51,17.2,13.0,-41.0,0
1.04,18.0,19.0,-37.0,0
-1.22,15.6,12.0,-22.0,0
0.12,23.5,13.0,1.0,0
-0.18,9.9,17.0,-7.0,0
-0.34,20.2,17.0,43.0,0
3.24,13.4,19.0,-46.0,1
0.59,18.9,16.0,-68.0,0
1.12,26.6,16.0,37.0,1
-0.82,15.9,18.0,32.0,0
-1.19,20.5,11.0,108.0,0
-1.67,17.8,12.0,-15.0,0
-2.52,18.3,11.0,15.0,0
1.45,14.6,7.0,12.0,0
0.61,10.6,18.0,79.0,0
-0.93,18.9,19.0,-5.0,0
1.1,11.3,17.0,-34.0,0
0.49,15.3,16.0,30.0,0
-1.01,10.9,15.0,9.0,0
3.82,17.3,15.0,-22.0,1
2.91,13.8,20.0,10.0,0
-4.17,22.3,20.0,24.0,0
0.45,20.5,13.0,-51.0,0
-1.62,11.7,18.0,8.0,0
-1.69,19.1,19.0,-35.0,0
-1.11,21.5,17.0,60.0,0
-1.17,16.4,16.0,-27.0,0
2.05,16.2,16.0,-28.0,0
1.14,10.7,11.0,19.0,0
0.8,17.5,10.0,4.0,1
1.13,14.7,17.0,-3.0,0
0.5,22.3,12.0,28.0,1
0.43,22.3,11.0,94.0,1
0.28,5.0,9.0,34.0,0
2.99,25.8,14.0,-110.0,1
1.69,20.5,16.0,57.0,1
-1.38,20.7,16.0,-25.0,0
-2.22,15.5,18.0,-51.0,0
0.84,26.2,14.0,35.0,1
0.86,17.9,15.0,26.0,0
-2.21,14.4,18.0,-29.0,1
-1.31,20.0,16.0,-55.0,0
1.03,21.4,13.0,44.0,1
1.78,15.4,16.0,33.0,0
1.33,9.3,9.0,-5.0,0
1.76,23.3,15.0,19.0,1
-0.95,19.4,13.0,-54.0,0
-3.52,26.0,20.0,-76.0,0
-3.54,16.3,12.0,-35.0,0
-2.69,14.9,15.0,35.0,1
0.65,26.2,14.0,12.0,1
2.27,14.5,13.0,-12.0,1
-0.49,17.6,16.0,18.0,0
0.58,12.8,14.0,35.0,0
2.21,22.6,21.0,-4.0,1
-2.04,17.0,9.0,2.0,0
-2.54,21.2,17.0,56.0,0
-1.39,15.9,15.0,17.0,0
-0.42,27.3,15.0,23.0,1
-0.3,13.1,16.0,28.0,0
-2.28,20.5,18.0,-38.0,0
1.66,14.4,16.0,-39.0,0
0.45,15.7,18.0,66.0,0
1.5,14.9,15.0,10.0,0
2.52,22.1,12.0,35.0,1
0.48,23.2,15.0,-38.0,0
0.99,22.8,18.0,48.0,1
-0.63,16.0,14.0,-34.0,0
-1.96,18.3,12.0,90.0,0
1.52,23.1,17.0,-2.0,1
0.26,23.3,16.0,-72.0,0
-2.44,5.0,13.0,6.0,0
-0.95,15.8,14.0,-34.0,0
-1.3,20.0,14.0,42.0,0
-2.83,12.9,15.0,-40.0,0
-1.59,17.1,17.0,-22.0,0
-0.81,12.4,14.0,-94.0,0
2.17,10.8,17.0,-23.0,1
-2.07,19.1,13.0,-62.0,0
-1.93,13.8,20.0,-31.0,0
0.14,19.2,20.0,18.0,0
0.35,30.0,12.0,-18.0,1
1.35,21.2,11.0,21.0,1
-0.2,16.0,18.0,-1.0,1
-3.83,16.9,16.0,8.0,0
6.9,25.9,17.0,38.0,1
0.72,18.0,13.0,-58.0,0
5.78,22.3,15.0,57.0,1
-0.25,26.9,14.0,-49.0,1
-0.61,14.5,16.0,-11.0,0
-0.63,21.0,11.0,9.0,0
2.2,11.8,15.0,10.0,0
1.24,14.9,11.0,-102.0,0
0.62,9.6,13.0,-12.0,0
-0.12,19.7,15.0,-34.0,0
0.26,12.8,17.0,-60.0,0
-0.3,14.7,17.0,29.0,0
2.39,20.5,17.0,90.0,1
1.83,20.3,11.0,35.0,1
-1.88,14.6,19.0,-29.0,0
-2.95,19.1,13.0,29.0,0
-2.45,13.7,13.0,70.0,0
-0.71,11.6,16.0,-36.0,0
0.44,20.5,14.0,3.0,0
1.14,14.2,16.0,-32.0,0
1.26,19.9,17.0,35.0,0
-0.03,19.9,13.0,20.0,0
3.19,24.1,14.0,45.0,1
1.57,11.7,15.0,32.0,0
0.31,15.5,18.0,52.0,0
-3.02,30.0,14.0,-27.0,0
0.7,18.9,13.0,18.0,0
1.0,20.9,12.0,28.0,1
-1.43,14.4,12.0,104.0,0
-2.31,11.1,11.0,-45.0,0
2.1,23.9,13.0,87.0,1
-1.94,23.0,20.0,10.0,0
0.33,15.0,17.0,-7.0,0
-0.73,19.8,19.0,-24.0,0
-0.48,27.9,12.0,-16.0,1
-1.92,16.6,9.0,21.0,0
-0.24,12.6,16.0,26.0,1
-1.93,5.0,21.0,-29.0,0
-0.67,19.4,14.0,-1.0,0
1.01,22.5,15.0,-56.0,0
1.79,10.7,10.0,86.0,0
2.99,22.3,15.0,36.0,1
-0.53,22.4,15.0,2.0,0
-0.56,18.2,9.0,87.0,0
2.55,13.3,12.0,-23.0,1
1.15,9.9,12.0,-47.0,0
2.47,19.0,10.0,-13.0,0
3.91,12.0,13.0,-83.0,0
0.65,23.2,17.0,20.0,0
1.62,15.2,13.0,32.0,0
-0.48,25.5,18.0,-24.0,1
3.13,23.7,14.0,79.0,1
-2.38,24.7,16.0,-61.0,0
1.84,16.5,16.0,-65.0,0
-1.06,14.4,20.0,11.0,0
1.11,16.8,13.0,52.0,0
2.54,9.9,16.0,84.0,1
-1.29,13.4,12.0,-8.0,0
-2.94,14.0,20.0,54.0,0
-1.27,15.2,12.0,-2.0,0
-0.77,11.2,16.0,-42.0,0
-2.57,18.0,20.0,44.0,1
-4.02,17.2,11.0,29.0,0
-0.17,15.6,17.0,-79.0,0
2.98,10.6,12.0,74.0,1
-1.2,23.4,22.0,69.0,0
-0.59,21.8,9.0,-31.0,0
1.62,13.6,10.0,20.0,0
1.65,21.3,12.0,-23.0,1
3.56,9.4,12.0,-100.0,1
1.24,12.8,17.0,-28.0,0
-2.05,13.3,20.0,-19.0,0
0.1,21.8,18.0,-1.0,0
-1.4,12.7,16.0,59.0,0
-0.13,17.3,15.0,-16.0,0
2.23,17.3,13.0,-19.0,1
0.42,28.9,16.0,39.0,1
-0.15,11.8,14.0,-142.0,0
-2.45,14.2,16.0,-35.0,0
-1.98,12.9,13.0,-87.0,0
-1.09,18.0,11.0,34.0,0
3.26,17.6,15.0,-56.0,1
-0.09,28.7,15.0,-65.0,1
1.41,15.0,13.0,58.0,0
1.91,19.9,13.0,-23.0,0
1.96,16.0,17.0,17.0,0
-2.19,10.4,16.0,-48.0,0
-0.31,14.7,21.0,-15.0,0
-2.29,26.0,19.0,4.0,0
-0.62,18.7,11.0,9.0,1
-0.91,16.5,14.0,50.0,0
-0.82,25.1,11.0,-25.0,1
0.62,18.0,9.0,-78.0,0
-0.52,19.5,22.0,77.0,0
1.69,13.4,19.0,-24.0,0
-2.93,11.6,13.0,-29.0,0
0.9,17.1,19.0,-17.0,0
-0.57,16.1,19.0,-17.0,0
0.51,11.0,9.0,-26.0,0
1.73,17.5,18.0,104.0,1
-2.88,17.0,14.0,0.0,0
2.94,17.3,16.0,-12.0,0
-0.39,14.1,24.0,-19.0,0
3.72,18.5,20.0,12.0,1
0.14,26.6,15.0,47.0,1
-1.62,5.0,19.0,-10.0,0
0.12,9.8,9.0,59.0,0
0.53,16.4,17.0,-1.0,0
0.41,10.8,17.0,36.0,0
-0.44,17.9,17.0,12.0,0
-0.51,17.5,13.0,4.0,0
0.45,21.2,16.0,13.0,0
1.1,13.5,18.0,4.0,0
2.1,25.8,8.0,-100.0,1
1.04,7.6,14.0,46.0,0
-3.04,30.0,12.0,56.0,0
1.81,10.5,17.0,50.0,0
-1.49,18.8,19.0,15.0,0
0.86,14.8,13.0,104.0,0
-0.33,10.8,12.0,-7.0,0
2.82,29.5,15.0,55.0,1
-0.02,14.3,12.0,-52.0,0
0.78,25.1,14.0,31.0,1
-0.66,9.9,14.0,99.0,1
-1.5,18.6,17.0,-31.0,0
-1.19,20.8,16.0,96.0,0
-1.28,19.2,15.0,-10.0,0
-0.52,10.2,20.0,-47.0,0
-1.43,16.2,16.0,-7.0,0
0.39,18.3,14.0,25.0,0
-1.48,11.5,14.0,8.0,0
-1.94,5.9,13.0,-44.0,0
0.76,21.3,12.0,120.0,1
1.66,30.0,11.0,-3.0,1
1.23,11.2,18.0,10.0,0
0.03,16.0,13.0,-22.0,0
-2.53,24.4,16.0,55.0,0
-2.53,9.6,14.0,59.0,0
0.35,14.5,15.0,32.0,0
-1.73,12.1,18.0,-57.0,1
-1.41,12.9,16.0,82.0,1
1.84,25.8,12.0,-57.0,1
0.37,18.5,13.0,-18.0,0
-0.86,12.2,18.0,-38.0,0
-1.75,14.7,16.0,-23.0,0
-0.07,18.1,18.0,16.0,1
-2.01,20.4,14.0,7.0,1
0.16,16.9,11.0,21.0,1
0.47,21.1,17.0,81.0,0
-0.27,21.9,16.0,23.0,0
-1.14,17.4,16.0,28.0,0
0.22,15.9,11.0,48.0,0
2.88,17.0,13.0,59.0,1
-3.26,9.4,12.0,-61.0,0
-2.16,18.5,16.0,30.0,0
5.02,9.3,16.0,-67.0,0
2.36,15.5,15.0,-13.0,0
-0.78,19.8,18.0,69.0,0
-1.73,13.7,19.0,-11.0,0
0.68,18.9,16.0,-31.0,0
1.41,22.8,17.0,-9.0,1
3.53,11.6,13.0,-29.0,1
1.02,11.9,13.0,-55.0,0
2.15,6.2,18.0,-72.0,0
1.35,27.1,12.0,80.0,1
1.25,20.7,17.0,-42.0,0
-2.68,14.3,20.0,-42.0,0
2.99,25.9,17.0,7.0,1
-1.09,15.1,15.0,-21.0,1
2.39,10.0,11.0,-66.0,0
2.4,17.3,15.0,12.0,1
6.11,9.1,18.0,50.0,1
-0.61,13.5,14.0,-44.0,0
-0.56,14.2,18.0,0.0,0
-1.42,14.8,16.0,49.0,0
0.06,16.2,16.0,-16.0,0
-1.29,5.7,14.0,18.0,0
2.42,16.4,11.0,115.0,1
2.02,28.6,14.0,-69.0,1
-0.51,25.1,14.0,42.0,1
-1.42,11.9,17.0,-56.0,0
-0.11,10.1,15.0,122.0,0
-0.94,21.3,18.0,9.0,0
0.99,25.0,16.0,28.0,1
0.39,17.7,13.0,5.0,0
1.64,9.7,13.0,43.0,0
-1.08,20.6,13.0,38.0,0
1.74,26.5,15.0,14.0,0
1.19,19.6,14.0,5.0,0
4.91,20.5,12.0,-60.0,1
1.14,14.6,18.0,-15.0,0
-0.5,18.9,15.0,-14.0,0
0.99,25.2,16.0,-85.0,1
-3.33,19.6,13.0,-5.0,0
0.78,9.7,12.0,-49.0,0
-1.1,14.6,15.0,-55.0,0
-1.78,17.1,9.0,9.0,0
0.02,19.5,17.0,70.0,0
0.45,18.2,13.0,46.0,0
-0.52,11.9,14.0,-79.0,0
1.53,24.9,16.0,3.0,1
-2.37,27.9,14.0,47.0,0
2.71,25.4,11.0,-49.0,1
-0.77,26.5,20.0,-11.0,1
0.99,20.8,10.0,28.0,0
-0.85,14.4,8.0,47.0,0
0.31,16.5,18.0,13.0,0
2.21,15.1,11.0,-24.0,0
2.63,26.4,19.0,47.0,1
-0.87,24.8,16.0,16.0,1
0.74,20.9,16.0,-80.0,0
1.17,16.5,13.0,22.0,0
0.47,6.9,13.0,25.0,1
1.53,19.0,14.0,30.0,0
1.55,23.0,12.0,11.0,1
3.68,16.3,19.0,68.0,1
4.31,29.5,13.0,-67.0,1
-0.33,29.0,17.0,93.0,1
3.32,14.2,18.0,-32.0,1
0.88,13.3,12.0,-45.0,0
-0.35,13.1,16.0,2.0,0
1.21,20.8,12.0,50.0,1
-0.47,16.0,14.0,12.0,0
-0.09,12.4,14.0,-43.0,0
-2.19,23.1,13.0,-70.0,0
0.16,6.5,15.0,-1.0,0
-1.3,10.8,11.0,-62.0,0
-1.2,7.4,18.0,-35.0,0
0.73,16.8,12.0,-36.0,1
3.47,16.1,11.0,-19.0,1
4.27,16.9,14.0,-4.0,1
1.0,23.2,14.0,62.0,1
3.2,14.1,16.0,-23.0,1
3.1,19.3,15.0,14.0,1
-0.36,11.4,10.0,-42.0,0
1.92,13.2,18.0,-30.0,0
-0.14,21.7,14.0,-59.0,0
0.33,21.9,16.0,15.0,0
-0.52,23.8,22.0,32.0,0
1.84,20.6,19.0,21.0,0
-0.78,19.2,16.0,-9.0,0
-1.09,18.3,11.0,-6.0,0
-1.08,20.7,11.0,12.0,0
-2.1,16.3,18.0,-17.0,0
-2.4,10.1,14.0,-17.0,0
-1.29,10.3,14.0,111.0,0
-0.74,23.1,12.0,-28.0,0
-0.6,12.1,16.0,-68.0,0
-1.07,14.3,18.0,-4.0,0
1.41,17.9,20.0,31.0,0
-2.02,15.2,14.0,-40.0,0
-1.45,14.4,17.0,82.0,1
3.33,13.9,15.0,84.0,1
1.51,21.2,18.0,-20.0,0
-1.55,16.9,15.0,-11.0,0
-2.51,17.0,13.0,-16.0,0
-1.12,14.3,19.0,-19.0,1
-0.51,13.2,15.0,56.0,0
1.36,21.7,14.0,48.0,1
-4.6,15.0,16.0,-6.0,0
-1.93,22.9,13.0,35.0,0
3.6,14.7,16.0,-10.0,1
0.03,13.2,14.0,2.0,0
0.12,15.2,13.0,5.0,0
-1.13,21.7,22.0,12.0,0
1.58,19.4,12.0,-78.0,0
0.26,21.7,16.0,17.0,0
-0.85,27.6,15.0,46.0,1
-4.16,29.5,12.0,16.0,0
1.73,17.6,14.0,19.0,0
-0.89,22.0,11.0,24.0,0
-3.26,15.7,21.0,-60.0,1
2.02,17.9,14.0,84.0,1
1.38,20.3,14.0,21.0,0
-1.71,15.9,21.0,-35.0,0
-3.01,18.3,13.0,-3.0,0
1.9,10.7,19.0,28.0,0
2.4,13.4,17.0,-29.0,0
1.62,21.0,9.0,21.0,1
2.81,10.4,14.0,-0.0,1
-0.78,12.9,16.0,8.0,0
-0.22,18.7,15.0,3.0,0
1.23,27.8,15.0,-6.0,1
-2.7,22.7,13.0,17.0,0
0.39,20.5,13.0,-37.0,0
5.07,11.5,14.0,62.0,1
-0.72,22.7,21.0,55.0,0
-3.21,17.0,12.0,-10.0,0
0.82,19.7,14.0,-55.0,0
1.52,14.9,15.0,-16.0,0
-1.64,16.1,11.0,61.0,0
2.18,15.9,16.0,-26.0,0
1.12,22.0,11.0,116.0,1
-0.98,12.8,12.0,-40.0,0
1.68,20.5,12.0,33.0,1
-3.34,14.8,10.0,-5.0,0
0.39,23.9,19.0,7.0,1
-0.77,10.1,17.0,-55.0,0
-0.96,8.0,18.0,35.0,0
-2.42,10.8,17.0,48.0,0
-0.03,11.7,14.0,-40.0,0
1.49,17.1,15.0,-27.0,0
0.04,14.8,18.0,-92.0,0
-0.59,15.9,20.0,28.0,1
1.11,15.9,11.0,-55.0,0
0.55,11.4,23.0,-108.0,1
1.99,17.2,11.0,4.0,0
0.23,17.7,14.0,125.0,0
-3.02,19.0,15.0,-0.0,0
1.34,20.0,15.0,58.0,1
-0.45,18.9,21.0,4.0,0
-0.07,20.7,18.0,-5.0,0
-1.05,14.2,16.0,46.0,0
-0.73,17.0,18.0,-15.0,1
1.76,30.0,16.0,13.0,0
1.68,22.7,13.0,42.0,1
-1.02,15.6,16.0,-33.0,0
-1.34,21.7,15.0,50.0,0
0.77,27.5,12.0,-9.0,1
0.16,10.9,19.0,-70.0,0
-0.58,11.3,15.0,27.0,0
0.84,18.0,12.0,2.0,0
-3.45,19.1,12.0,17.0,0
-1.66,12.6,17.0,-0.0,0
0.37,17.3,18.0,54.0,0
-1.84,15.2,16.0,-8.0,1
-0.84,8.4,16.0,-19.0,0
-0.25,15.7,13.0,30.0,0
4.24,15.3,15.0,-3.0,1
-2.61,10.7,14.0,-36.0,0
0.47,22.6,14.0,1.0,1
-2.05,20.2,15.0,-66.0,1
-2.12,11.7,13.0,-42.0,1
-1.75,22.7,17.0,-15.0,1
-0.35,16.9,12.0,-30.0,0
2.87,20.5,11.0,-9.0,1
2.35,19.1,13.0,3.0,1
-0.92,18.6,18.0,26.0,0
-0.53,13.7,16.0,-4.0,0
-1.93,18.3,10.0,24.0,0
0.12,21.0,17.0,3.0,1
-1.27,16.4,15.0,10.0,1
1.32,15.4,14.0,-47.0,0
3.24,18.0,14.0,20.0,1
2.12,5.0,11.0,-60.0,0
-1.57,11.6,16.0,30.0,0
-0.28,15.7,11.0,-27.0,0
-1.33,15.6,14.0,61.0,1
1.53,22.3,14.0,-11.0,1
-1.62,5.0,17.0,75.0,0
-0.41,21.6,15.0,7.0,0
1.01,20.4,17.0,29.0,0
1.69,16.2,11.0,-31.0,0
0.49,15.8,15.0,-15.0,1
-1.44,20.4,17.0,35.0,1
1.31,28.1,19.0,9.0,1
-2.4,15.9,12.0,-27.0,0
-2.21,26.0,12.0,0.0,0
1.23,20.3,17.0,10.0,0
-2.47,16.8,20.0,60.0,1
-1.53,22.2,16.0,47.0,0
-1.96,20.1,12.0,24.0,0
0.34,15.5,12.0,-128.0,0
1.18,18.0,15.0,-84.0,0
1.23,30.0,16.0,24.0,1
-1.16,22.1,14.0,25.0,0
-0.34,25.6,12.0,39.0,1
1.47,6.2,18.0,-63.0,0
-1.06,14.8,14.0,27.0,0
-1.89,19.4,17.0,38.0,0
-1.28,16.0,10.0,-14.0,0
-1.22,11.3,19.0,-53.0,0
0.06,13.1,13.0,-27.0,0
-0.05,13.8,19.0,-7.0,0
-0.33,17.8,17.0,-74.0,0
-1.6,20.4,11.0,9.0,1
-1.86,20.1,16.0,-1.0,0
2.18,14.1,20.0,29.0,0
0.69,17.1,13.0,6.0,0
-0.87,25.3,20.0,-39.0,0
-0.11,16.9,16.0,60.0,0
2.42,17.9,19.0,-8.0,1
-0.14,15.7,15.0,-1.0,0
-0.01,18.1,15.0,-47.0,0
-0.09,22.6,21.0,-22.0,0
2.14,29.9,17.0,44.0,1
-1.28,30.0,14.0,-9.0,1
1.2,18.1,16.0,86.0,0
-0.34,21.0,13.0,40.0,0
-2.1,27.4,15.0,42.0,1
1.57,16.6,19.0,74.0,0
-1.42,21.7,15.0,-29.0,0
-0.26,10.4,12.0,-33.0,0
-0.76,11.2,12.0,-38.0,0
-2.47,24.7,15.0,-30.0,0
-1.9,11.0,13.0,91.0,0
-1.21,16.7,11.0,7.0,0
-0.68,7.7,11.0,-24.0,0
1.05,30.0,19.0,108.0,1
-0.14,25.4,15.0,-30.0,1
-1.33,20.0,15.0,37.0,0
1.25,13.8,12.0,15.0,0
2.71,20.0,13.0,65.0,1
-3.25,22.2,13.0,45.0,0
-1.4,14.3,14.0,2.0,0
1.02,13.8,10.0,-28.0,0
-2.47,24.2,18.0,23.0,0
-0.31,12.5,15.0,-34.0,0
2.54,15.1,16.0,101.0,1
0.98,13.8,18.0,7.0,0
1.04,14.4,18.0,-25.0,0
1.49,10.9,13.0,-37.0,0
0.65,5.0,17.0,-23.0,0
-0.67,20.6,17.0,17.0,0
-0.1,30.0,16.0,60.0,1
-0.95,21.8,18.0,-33.0,0
-0.32,13.8,17.0,-33.0,0
1.23,19.8,17.0,27.0,0
-0.96,18.4,19.0,59.0,0
0.16,17.8,15.0,-1.0,0
0.32,13.5,15.0,50.0,0
1.85,18.7,17.0,-38.0,0
-0.88,14.7,14.0,0.0,0
-0.8,11.0,16.0,-35.0,0
-0.39,25.5,13.0,-16.0,1
0.48,20.4,8.0,18.0,0
3.09,23.9,17.0,66.0,0
-4.62,18.2,10.0,-2.0,0
-0.98,23.5,13.0,59.0,1
-0.7,16.7,17.0,-11.0,0
-4.26,12.3,17.0,-32.0,0
-0.25,20.5,19.0,46.0,0
1.04,18.3,9.0,3.0,0
0.74,27.1,16.0,13.0,1
-2.21,24.1,14.0,76.0,0
-0.17,20.6,18.0,25.0,0
-2.33,19.1,19.0,27.0,0
-1.68,14.9,11.0,54.0,0
-0.4,22.5,15.0,-43.0,0
0.91,24.5,17.0,-42.0,1
0.82,13.7,14.0,-52.0,0
1.23,24.0,20.0,-98.0,0
0.78,18.0,14.0,103.0,0
0.88,11.9,14.0,-36.0,0
-2.09,20.2,12.0,-11.0,0
-1.13,16.1,15.0,-14.0,0
1.1,23.3,6.0,15.0,1
-0.27,16.8,14.0,47.0,0
1.52,12.1,19.0,43.0,1
-1.89,13.4,11.0,-24.0,1
1.85,5.8,10.0,-8.0,0
1.99,10.9,18.0,-43.0,0
0.36,16.8,19.0,-12.0,0
-2.0,19.6,11.0,5.0,0
0.24,28.6,20.0,25.0,1
1.54,14.0,16.0,37.0,0
2.57,20.8,18.0,33.0,1
-2.39,13.9,13.0,-17.0,1
1.32,17.7,19.0,39.0,0
1.27,15.2,14.0,-65.0,0
1.79,27.3,14.0,20.0,1
1.88,21.4,16.0,-33.0,0
-0.66,18.5,14.0,5.0,1
4.79,16.4,10.0,29.0,1
2.61,19.4,15.0,62.0,1
1.44,18.1,14.0,1.0,0
0.04,9.4,13.0,-56.0,0
0.69,25.0,19.0,21.0,1
0.68,13.7,22.0,-27.0,0
0.7,17.6,12.0,130.0,0
0.84,17.5,16.0,28.0,0
-2.55,18.1,14.0,10.0,0
-0.89,19.6,22.0,38.0,1
0.5,13.4,16.0,19.0,0
-1.37,14.2,18.0,64.0,0
-2.87,16.1,19.0,34.0,0
1.84,16.8,15.0,-7.0,0
-3.08,13.2,14.0,3.0,0
0.96,11.5,20.0,35.0,0
-1.5,21.3,17.0,-43.0,0
2.44,16.4,12.0,-5.0,1
-1.05,17.1,13.0,-5.0,0
